id,username,created_at,lng,lat,text
1517639020095979520,Torieslostit,Fri Apr 22 22:58:33 +0000 2022,-2.0964384999999996,53.470437000000004,@archer_rs Brilliant free trade deal by Boris. Also freedom of movement for workers aswell. That will shut the rema… https://t.co/oRRObXkawz
1517639038701912065,TimboF84,Fri Apr 22 22:58:37 +0000 2022,-2.51667,52.7,Nice start to the weekend.Are these new venues to your satisfaction @chadidcx ? 😉 Food from @walnutwellington and d… https://t.co/6ZyRVmhyDK
1517639044871725056,SeanKea97761422,Fri Apr 22 22:58:39 +0000 2022,-2.2472365,53.0181555,@SheilaEYoung1 Amen to that xx😘👍
1517639046536867840,pietrosd,Fri Apr 22 22:58:39 +0000 2022,-2.2038685,52.526056499999996,"@JohnMFodera Love this wine John, 😍😍💪😋"
1517639052266246153,malcblue,Fri Apr 22 22:58:41 +0000 2022,-2.0093330000000003,52.514873,@missbecka_ You are looking fabulous Bex!❤️
1517639070444363782,Ftmslut9,Fri Apr 22 22:58:45 +0000 2022,-1.2074825,53.9318445,I’m thinking of going for a walk again in my skirt 👀👀 should I plug my ass? What should I do
1517639071044091905,richthewolf1,Fri Apr 22 22:58:45 +0000 2022,-2.124442,52.493733500000005,"@WorcsCCC hi looking at this I notice tickets should be £16 when bought in advance l, have just realised I only pai… https://t.co/X0LQEy40i3"
1517639072478633984,ACG197,Fri Apr 22 22:58:45 +0000 2022,-0.2527539999999999,51.3854455,@thestuchy13 @SkySportsPL Kane will NEVER go to Manchester United
1517639076308033537,audhd_geek,Fri Apr 22 22:58:46 +0000 2022,-2.1556405,53.4146085,"@ShadowCelle @ConSelfOwns ""stop laugh reacting""Omg 😂😂😂😂😂😂"
1517639077725708290,19865b,Fri Apr 22 22:58:47 +0000 2022,-2.23348,53.4569525,"@CheGiaevara 100% agree, if murtough has learned anything from running United then he would keep Ralf around. Time to behave like a big club"
1517639091206168576,jenna1984leigh,Fri Apr 22 22:58:50 +0000 2022,-2.504527,53.501557000000005,Nobody Knows You When You're Down And Out by Bessie Smith on Amazon Musichttps://t.co/gcde9RjQ7v
1517639096222593025,Ben_Rutherford9,Fri Apr 22 22:58:51 +0000 2022,-1.476763,53.302379,Finally home after a brutal 19 hours graft... Time to chill before up at 6 for more graft then pub a 1 for us to ge… https://t.co/3H9K1ZDSSE
1517639096788824065,alexthepage,Fri Apr 22 22:58:51 +0000 2022,-1.683398,52.6221095,The legend that is Techno Viking! https://t.co/Cf7Y0306iU via @YouTube
1517639103789117440,Helenlouise11,Fri Apr 22 22:58:53 +0000 2022,-2.236568,53.0864205,@KensingtonRoyal Beautiful pics. xxx
1517639113603747849,Stuart_Pickard,Fri Apr 22 22:58:55 +0000 2022,-1.76682,53.8159335,"@HelloMikeBrown @HelloMikeBrown am in #Hull tomorrow, any recommendations?"
1517639115570917376,Ahmed__Abukur,Fri Apr 22 22:58:56 +0000 2022,-1.8906405,52.4939665,Wike😂😂😂😂😂😂🤣🤣🤣
1517639133895741440,Charnz,Fri Apr 22 22:59:00 +0000 2022,-2.3495665,53.475303499999995,@Nigel_Farage @piersmorgan He’s got a vid has he not? #incomegone
1517639134331998208,FroggattHayden,Fri Apr 22 22:59:00 +0000 2022,-1.7874955,52.447226,"@OlllyBT Stupid mate, just no need for it…"
1517639177248071687,chidi_p_dog,Fri Apr 22 22:59:10 +0000 2022,-0.8380555,52.796791,@Daphile3 @ngorminister @iamboylost Please
1517639236467441665,chidi_p_dog,Fri Apr 22 22:59:25 +0000 2022,-0.8380555,52.796791,@Daphile3 @iamboylost @ngorminister woof
1517639282202140682,ACG197,Fri Apr 22 22:59:35 +0000 2022,-0.2527539999999999,51.3854455,@favourafolabi @SkySportsPL @Ay_bkini Rice is going to Chelsea
